entrez_id,name,locus_group,locus_type,location,gene_family,gene_family_id,id,Start Chromossome,Start Chromossome Arm,Start Chromossome Loc,Start Chromossome SubLoc,End Chromossome Arm,End Chromossome Loc,End Chromossome SubLoc
4799.0,"nuclear transcription factor, X-box binding 1",protein-coding gene,gene with protein product,9p12,PHD finger proteins,88,7803,9,p,12,,,,
4800.0,nuclear transcription factor Y subunit alpha,protein-coding gene,gene with protein product,6p21.3,,,7804,6,p,21,3,,,
4801.0,nuclear transcription factor Y subunit beta,protein-coding gene,gene with protein product,12q23.3,,,7805,12,q,23,3,,,
4808.0,nescient helix-loop-helix 2,protein-coding gene,gene with protein product,1p12-p11,Basic helix-loop-helix proteins,420,7818,1,p,12,,p,,
414200.0,NHP2 ribonucleoprotein pseudogene 1,pseudogene,pseudogene,10q23.32,,,23582,10,q,23,32,,,
442290.0,NHP2 ribonucleoprotein pseudogene 2,pseudogene,pseudogene,7p15.2,,,22797,7,p,15,2,,,
8508.0,nipsnap homolog 1 (C. elegans),protein-coding gene,gene with protein product,22q12,,,7827,22,q,12,,,,
25934.0,nipsnap homolog 3A,protein-coding gene,gene with protein product,9q31.3,,,23619,9,q,31,3,,,
4818.0,natural killer cell granule protein 7,protein-coding gene,gene with protein product,19q13.41,,,7830,19,q,13,41,,,
105416157.0,NF-kappaB interacting long non-coding RNA,non-coding RNA,"RNA, long non-coding",20q13.31,Long non-coding RNAs,788,51599,20,q,13,31,,,
644524.0,NK2 homeobox 4,protein-coding gene,gene with protein product,20p11.22,NKL subclass homeoboxes and pseudogenes,519,7837,20,p,11,22,,,
1482.0,NK2 homeobox 5,protein-coding gene,gene with protein product,5q34,NKL subclass homeoboxes and pseudogenes,519,2488,5,q,34,,,,
579.0,NK3 homeobox 2,protein-coding gene,gene with protein product,4p16.3,NKL subclass homeoboxes and pseudogenes,519,951,4,p,16,3,,,
55655.0,"NLR family, pyrin domain containing 2",protein-coding gene,gene with protein product,19q13.42,NLR family|Pyrin domain containing,666|994,22948,19,q,13,42,,,
286430.0,"NLR family, pyrin domain containing 2 pseudogene",other,unknown,Xp11.21,NLR family|Pyrin domain containing,666|994,29887,11,,11,21,,,
147945.0,"NLR family, pyrin domain containing 4",protein-coding gene,gene with protein product,19q13.43,NLR family|Pyrin domain containing,666|994,22943,19,q,13,43,,,
199713.0,"NLR family, pyrin domain containing 7",protein-coding gene,gene with protein product,19q13.42,NLR family|Pyrin domain containing,666|994,22947,19,q,13,42,,,
338321.0,"NLR family, pyrin domain containing 9",protein-coding gene,gene with protein product,19q13.43,NLR family|Pyrin domain containing,666|994,22941,19,q,13,43,,,
126204.0,"NLR family, pyrin domain containing 13",protein-coding gene,gene with protein product,19q13.43,NLR family|Pyrin domain containing,666|994,22937,19,q,13,43,,,
4830.0,NME/NM23 nucleoside diphosphate kinase 1,protein-coding gene,gene with protein product,17q21.33,NME/NM23 family,961,7849,17,q,21,33,,,
4831.0,NME/NM23 nucleoside diphosphate kinase 2,protein-coding gene,gene with protein product,17q21.33,NME/NM23 family,961,7850,17,q,21,33,,,
4833.0,NME/NM23 nucleoside diphosphate kinase 4,protein-coding gene,gene with protein product,16p13.3,NME/NM23 family,961,7852,16,p,13,3,,,
8996.0,nucleolar protein 3,protein-coding gene,gene with protein product,16q22.1,Caspase recruitment domain containing,959,7869,16,q,22,1,,,
4841.0,"non-POU domain containing, octamer-binding",protein-coding gene,gene with protein product,Xq13.1,Protein phosphatase 1 regulatory subunits|RNA binding motif containing,694|725,7871,13,,13,1,,,
4843.0,nitric oxide synthase 2,protein-coding gene,gene with protein product,17q11.2,,,7873,17,q,11,2,,,
201288.0,nitric oxide synthase 2 pseudogene 2,pseudogene,pseudogene,17p11.2,,,7874,17,p,11,2,,,
4855.0,notch 4,protein-coding gene,gene with protein product,6p21.3,Ankyrin repeat domain containing,403,7884,6,p,21,3,,,
27035.0,NADPH oxidase 1,protein-coding gene,gene with protein product,Xq22,,,7889,22,,22,,,,
2831.0,neuropeptides B/W receptor 1,protein-coding gene,gene with protein product,8q11.23,Neuropeptide receptors,854,4522,8,q,11,23,,,
10836.0,"nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 11",pseudogene,pseudogene,7p21.3,,,7913,7,p,21,3,,,
10834.0,"nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 13",pseudogene,pseudogene,7p21.1,,,7915,7,p,21,1,,,
10833.0,"nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 14",pseudogene,pseudogene,7q31.1,,,7916,7,q,31,1,,,
4880.0,natriuretic peptide C,protein-coding gene,gene with protein product,2q37.1,Endogenous ligands,542,7941,2,q,37,1,,,
4887.0,neuropeptide Y receptor Y2,protein-coding gene,gene with protein product,4q32.1,Neuropeptide receptors,854,7957,4,q,32,1,,,
4306.0,nuclear receptor subfamily 3 group C member 2,protein-coding gene,gene with protein product,4q31,Nuclear hormone receptors,71,7979,4,q,31,,,,
3164.0,nuclear receptor subfamily 4 group A member 1,protein-coding gene,gene with protein product,12q13,Nuclear hormone receptors,71,7980,12,q,13,,,,
2494.0,nuclear receptor subfamily 5 group A member 2,protein-coding gene,gene with protein product,1q32.11,Nuclear hormone receptors,71,7984,1,q,32,11,,,
4897.0,neuronal cell adhesion molecule,protein-coding gene,gene with protein product,7q31,Fibronectin type III domain containing|I-set domain containing|Immunoglobulin-like domain containing,555|593|594,7994,7,q,31,,,,
4900.0,neurogranin,protein-coding gene,gene with protein product,11q24,,,8000,11,q,24,,,,
83714.0,nuclear receptor interacting protein 2,protein-coding gene,gene with protein product,12p13.33,,,23078,12,p,13,33,,,
54888.0,NOP2/Sun RNA methyltransferase family member 2,protein-coding gene,gene with protein product,5p15.32,NOP2/Sun RNA methyltransferase family,664,25994,5,p,15,32,,,
4907.0,5'-nucleotidase ecto,protein-coding gene,gene with protein product,6q14-q21,CD molecules|5'-nucleotidases,471|1042,8021,6,q,14,,q,,
4913.0,nth-like DNA glycosylase 1,protein-coding gene,gene with protein product,16p13.3,DNA glycosylases,1024,8028,16,p,13,3,,,
28989.0,N-terminal Xaa-Pro-Lys N-methyltransferase 1,protein-coding gene,gene with protein product,9q34.2,Methyltransferase like,963,23373,9,q,34,2,,,
9423.0,netrin 1,protein-coding gene,gene with protein product,17p13.1,Netrins,661,8029,17,p,13,1,,,
4917.0,netrin 3,protein-coding gene,gene with protein product,16p13.3,Netrins,661,8030,16,p,13,3,,,
4914.0,neurotrophic receptor tyrosine kinase 1,protein-coding gene,gene with protein product,1q21-q22,Receptor Tyrosine Kinases|Immunoglobulin-like domain containing,321|594,8031,1,q,21,,q,,
4922.0,neurotensin,protein-coding gene,gene with protein product,12q21.31,Endogenous ligands,542,8038,12,q,21,31,,,
4521.0,nudix hydrolase 1,protein-coding gene,gene with protein product,7p22,Nudix hydrolase family,667,8048,7,p,22,,,,
11165.0,nudix hydrolase 3,protein-coding gene,gene with protein product,6p21.2,Nudix hydrolase family,667,8050,6,p,21,2,,,
55270.0,nudix hydrolase 15,protein-coding gene,gene with protein product,13q14.12,Nudix hydrolase family,667,23063,13,q,14,12,,,
9253.0,numb homolog (Drosophila)-like,protein-coding gene,gene with protein product,19q13.2,Trinucleotide repeat containing,775,8061,19,q,13,2,,,
79023.0,nucleoporin 37kDa,protein-coding gene,gene with protein product,12q23.2,WD repeat domain containing|Nucleoporins,362|1051,29929,12,q,23,2,,,
10762.0,nucleoporin 50kDa,protein-coding gene,gene with protein product,22q13.3,Nucleoporins,1051,8065,22,q,13,3,,,
9688.0,nucleoporin 93kDa,protein-coding gene,gene with protein product,16q13,Nucleoporins,1051,28958,16,q,13,,,,
101060691.0,NUTM2B antisense RNA 1,non-coding RNA,"RNA, long non-coding",10q22.3,,,51204,10,q,22,3,,,
55999.0,nuclear RNA export factor 4 pseudogene,pseudogene,pseudogene,Xq22,,,8074,22,,22,,,,
4938.0,2'-5'-oligoadenylate synthetase 1,protein-coding gene,gene with protein product,12q24.2,,,8086,12,q,24,2,,,
4942.0,ornithine aminotransferase,protein-coding gene,gene with protein product,10q26,,,8091,10,q,26,,,,
729330.0,otoconin 90,protein-coding gene,gene with protein product,8q24.22,,,8100,8,q,24,22,,,
4948.0,OCA2 melanosomal transmembrane protein,protein-coding gene,gene with protein product,15q12,,,8101,15,q,12,,,,
4954.0,ornithine decarboxylase pseudogene,pseudogene,pseudogene,7q32.1,,,8110,7,q,32,1,,,
8481.0,oral-facial-digital syndrome 1,protein-coding gene,gene with protein product,Xp22,,,2567,22,,22,,,,
10751.0,"OFD1 pseudogene 18, Y-linked",pseudogene,pseudogene,Yq11.22,,,2589,11,,11,22,,,
9480.0,one cut homeobox 2,protein-coding gene,gene with protein product,18q21.31,CUT class homeoboxes and pseudogenes,527,8139,18,q,21,31,,,
4976.0,"OPA1, mitochondrial dynamin like GTPase",protein-coding gene,gene with protein product,3q29,,,8140,3,q,29,,,,
4983.0,oligophrenin 1,protein-coding gene,gene with protein product,Xq12,Rho GTPase activating proteins,721,8148,12,,12,,,,
611.0,"opsin 1 (cone pigments), short-wave-sensitive",protein-coding gene,gene with protein product,7q32.1,Opsin receptors,215,1012,7,q,32,1,,,
8387.0,olfactory receptor family 1 subfamily E member 1,protein-coding gene,gene with protein product,17p13.3,"Olfactory receptors, family 1",147,8189,17,p,13,3,,,
8388.0,olfactory receptor family 1 subfamily E member 2,protein-coding gene,gene with protein product,17p13.3,"Olfactory receptors, family 1",147,8190,17,p,13,3,,,
8390.0,olfactory receptor family 1 subfamily G member 1,protein-coding gene,gene with protein product,17p13.3,"Olfactory receptors, family 1",147,8204,17,p,13,3,,,
347168.0,olfactory receptor family 1 subfamily J member 1,protein-coding gene,gene with protein product,9q33.2,"Olfactory receptors, family 1",147,8208,9,q,33,2,,,
26740.0,olfactory receptor family 1 subfamily J member 2,protein-coding gene,gene with protein product,9q33.2,"Olfactory receptors, family 1",147,8209,9,q,33,2,,,
254973.0,olfactory receptor family 1 subfamily L member 4,protein-coding gene,gene with protein product,9q33.2,"Olfactory receptors, family 1",147,8216,9,q,33,2,,,
4993.0,olfactory receptor family 2 subfamily C member 1,protein-coding gene,gene with protein product,16p13.3,"Olfactory receptors, family 2",149,8242,16,p,13,3,,,
391211.0,olfactory receptor family 2 subfamily G member 6,protein-coding gene,gene with protein product,1q44,"Olfactory receptors, family 2",149,27019,1,q,44,,,,
8596.0,olfactory receptor family 4 subfamily A member 1 pseudogene,pseudogene,pseudogene,11p11.12,"Olfactory receptors, family 4",151,8289,11,p,11,12,,,
119765.0,olfactory receptor family 4 subfamily B member 1,protein-coding gene,gene with protein product,11p11.2,"Olfactory receptors, family 4",151,8290,11,p,11,2,,,
26690.0,olfactory receptor family 4 subfamily B member 2 pseudogene,pseudogene,pseudogene,11p11.2,"Olfactory receptors, family 4",151,8291,11,p,11,2,,,
26682.0,olfactory receptor family 4 subfamily F member 4,protein-coding gene,gene with protein product,15q26.3,"Olfactory receptors, family 4",151,8301,15,q,26,3,,,
26681.0,olfactory receptor family 4 subfamily G member 1 pseudogene,pseudogene,pseudogene,19p13.3,"Olfactory receptors, family 4",151,8302,19,p,13,3,,,
26322.0,olfactory receptor family 4 subfamily H member 6 pseudogene,pseudogene,pseudogene,15q11.2,"Olfactory receptors, family 4",151,8312,15,q,11,2,,,
401692.0,olfactory receptor family 5 subfamily B member 1 pseudogene,pseudogene,pseudogene,11q12.1,"Olfactory receptors, family 5",152,8322,11,q,12,1,,,
390190.0,olfactory receptor family 5 subfamily B member 2,protein-coding gene,gene with protein product,11q12.1,"Olfactory receptors, family 5",152,8323,11,q,12,1,,,
390186.0,olfactory receptor family 5 subfamily B member 10 pseudogene,pseudogene,pseudogene,11q12.1,"Olfactory receptors, family 5",152,8320,11,q,12,1,,,
26343.0,olfactory receptor family 5 subfamily E member 1 pseudogene,pseudogene,pseudogene,11p15.4,"Olfactory receptors, family 5",152,8342,11,p,15,4,,,
10798.0,olfactory receptor family 5 subfamily I member 1,protein-coding gene,gene with protein product,11q11,"Olfactory receptors, family 5",152,8347,11,q,11,,,,
26668.0,olfactory receptor family 7 subfamily A member 3 pseudogene,pseudogene,pseudogene,19p13.12,"Olfactory receptors, family 7",154,8366,19,p,13,12,,,
26651.0,olfactory receptor family 7 subfamily E member 19 pseudogene,pseudogene,pseudogene,19p13.2,"Olfactory receptors, family 7",154,8390,19,p,13,2,,,
391279.0,olfactory receptor family 7 subfamily E member 23 pseudogene,pseudogene,pseudogene,21q22.1,"Olfactory receptors, family 7",154,8395,21,q,22,1,,,
401637.0,olfactory receptor family 7 subfamily E member 26 pseudogene,pseudogene,pseudogene,10p13,"Olfactory receptors, family 7",154,8398,10,p,13,,,,
26645.0,olfactory receptor family 7 subfamily E member 28 pseudogene,pseudogene,pseudogene,2q24.1,"Olfactory receptors, family 7",154,8400,2,q,24,1,,,
26644.0,olfactory receptor family 7 subfamily E member 29 pseudogene,pseudogene,pseudogene,3q21.2,"Olfactory receptors, family 7",154,8401,3,q,21,2,,,
375601.0,olfactory receptor family 7 subfamily E member 31 pseudogene,pseudogene,pseudogene,9q22.2,"Olfactory receptors, family 7",154,8404,9,q,22,2,,,
26640.0,olfactory receptor family 7 subfamily E member 33 pseudogene,pseudogene,pseudogene,13q21.32,"Olfactory receptors, family 7",154,8406,13,q,21,32,,,
26637.0,olfactory receptor family 7 subfamily E member 36 pseudogene,pseudogene,pseudogene,13q13.3,"Olfactory receptors, family 7",154,8409,13,q,13,3,,,
253933.0,olfactory receptor family 7 subfamily E member 39 pseudogene,pseudogene,pseudogene,7p22.1,"Olfactory receptors, family 7",154,8412,7,p,22,1,,,
402249.0,olfactory receptor family 7 subfamily E member 59 pseudogene,pseudogene,pseudogene,7p22.1,"Olfactory receptors, family 7",154,8434,7,p,22,1,,,
26479.0,olfactory receptor family 7 subfamily E member 62 pseudogene,pseudogene,pseudogene,2p13.3,"Olfactory receptors, family 7",154,8438,2,p,13,3,,,
8582.0,olfactory receptor family 8 subfamily B member 1 pseudogene,pseudogene,pseudogene,11q24.2,"Olfactory receptors, family 8",155,8470,11,q,24,2,,,
26493.0,olfactory receptor family 8 subfamily B member 8,protein-coding gene,gene with protein product,11q24.2,"Olfactory receptors, family 8",155,8477,11,q,24,2,,,
283159.0,olfactory receptor family 8 subfamily D member 1,protein-coding gene,gene with protein product,11q25,"Olfactory receptors, family 8",155,8481,11,q,25,,,,
442194.0,olfactory receptor family 10 subfamily C member 1 (gene/pseudogene),protein-coding gene,gene with protein product,6p22.2-p21.31,"Olfactory receptors, family 10",157,8165,6,p,22,2,p,21,31
26534.0,olfactory receptor family 10 subfamily G member 2,protein-coding gene,gene with protein product,14q11.2,"Olfactory receptors, family 10",157,8170,14,q,11,2,,,
26532.0,olfactory receptor family 10 subfamily H member 3,protein-coding gene,gene with protein product,19p13.1,"Olfactory receptors, family 10",157,8174,19,p,13,1,,,
440159.0,olfactory receptor family 11 subfamily H member 13 pseudogene,pseudogene,pseudogene,14q11.2,"Olfactory receptors, family 11",159,29997,14,q,11,2,,,
26529.0,olfactory receptor family 12 subfamily D member 2 (gene/pseudogene),protein-coding gene,gene with protein product,6p22.2-p21.31,"Olfactory receptors, family 12",160,8178,6,p,22,2,p,21,31
4998.0,origin recognition complex subunit 1,protein-coding gene,gene with protein product,1p32,AAA ATPases|Origin recognition complex ,413|960,8487,1,p,32,,,,
5000.0,origin recognition complex subunit 4,protein-coding gene,gene with protein product,2q22-q23,AAA ATPases|Origin recognition complex ,413|960,8490,2,q,22,,q,,
23762.0,oxysterol binding protein 2,protein-coding gene,gene with protein product,22q12.2,Oxysterol binding proteins|Pleckstrin homology domain containing,670|682,8504,22,q,12,2,,,
734.0,oxidative stress induced growth inhibitor family member 2,protein-coding gene,gene with protein product,8q21,,,1355,8,q,21,,,,
340990.0,otogelin,protein-coding gene,gene with protein product,11p14.3,,,8516,11,p,14,3,,,
56914.0,otoraplin,protein-coding gene,gene with protein product,20p12.1-p11.23,,,8517,20,p,12,1,p,11,23
55611.0,"OTU deubiquitinase, ubiquitin aldehyde binding 1",protein-coding gene,gene with protein product,11q13.1,OTU domain containing,669,23077,11,q,13,1,,,
5015.0,orthodenticle homeobox 2,protein-coding gene,gene with protein product,14q22.3,PRD class homeoboxes and pseudogenes,521,8522,14,q,22,3,,,
341350.0,ovochymase 1,protein-coding gene,gene with protein product,12p11.23,,,23080,12,p,11,23,,,
5017.0,ovo like zinc finger 1,protein-coding gene,gene with protein product,11q13,Zinc fingers C2H2-type,28,8525,11,q,13,,,,
5027.0,purinergic receptor P2X 7,protein-coding gene,gene with protein product,12q24,Purinergic receptors P2X,214,8537,12,q,24,,,,
5030.0,pyrimidinergic receptor P2Y4,protein-coding gene,gene with protein product,Xq13,Purinergic receptors P2Y,213,8542,13,,13,,,,
5032.0,purinergic receptor P2Y11,protein-coding gene,gene with protein product,19p13.2,Purinergic receptors P2Y,213,8540,19,p,13,2,,,
53829.0,purinergic receptor P2Y13,protein-coding gene,gene with protein product,3q24,Purinergic receptors P2Y,213,4537,3,q,24,,,,
8974.0,prolyl 4-hydroxylase subunit alpha 2,protein-coding gene,gene with protein product,5q31,,,8547,5,q,31,,,,
26986.0,poly(A) binding protein cytoplasmic 1,protein-coding gene,gene with protein product,8q22.2-q23,RNA binding motif containing,725,8554,8,q,22,2,q,,
26980.0,poly(A) binding protein cytoplasmic 1 pseudogene 1,pseudogene,pseudogene,4p14,,,8558,4,p,14,,,,
26978.0,poly(A) binding protein cytoplasmic 1 pseudogene 3,pseudogene,pseudogene,Xq13,,,8560,13,,13,,,,
29993.0,protein kinase C and casein kinase substrate in neurons 1,protein-coding gene,gene with protein product,6p21.3,,,8570,6,p,21,3,,,
29763.0,protein kinase C and casein kinase substrate in neurons 3,protein-coding gene,gene with protein product,11p11.2,,,8572,11,p,11,2,,,
5047.0,progestagen associated endometrial protein,protein-coding gene,gene with protein product,9q34,Lipocalins,631,8573,9,q,34,,,,
5049.0,platelet activating factor acetylhydrolase 1b catalytic subunit 2,protein-coding gene,gene with protein product,11q23,,,8575,11,q,23,,,,
9506.0,PAGE family member 4,protein-coding gene,gene with protein product,Xp11.23,,,4108,11,,11,23,,,
27143.0,"phosphatase domain containing, paladin 1",protein-coding gene,gene with protein product,10q22.2,,,23530,10,q,22,2,,,
56666.0,pannexin 2,protein-coding gene,gene with protein product,22q13.33,Pannexins,288,8600,22,q,13,33,,,
9060.0,3'-phosphoadenosine 5'-phosphosulfate synthase 2,protein-coding gene,gene with protein product,10q24,,,8604,10,q,24,,,,
142.0,poly(ADP-ribose) polymerase 1,protein-coding gene,gene with protein product,1q41-q42,Zinc fingers|Zinc fingers PARP-type|Poly(ADP-ribose) polymerases,26|94|684,270,1,q,41,,q,,
143.0,poly(ADP-ribose) polymerase family member 4,protein-coding gene,gene with protein product,13q11,Poly(ADP-ribose) polymerases,684,271,13,q,11,,,,
107133524.0,poly(ADP-ribose) polymerase family member 4 pseudogene 3,pseudogene,pseudogene,22q11.1,,,274,22,q,11,1,,,
54956.0,poly(ADP-ribose) polymerase family member 16,protein-coding gene,gene with protein product,15q22.2,Poly(ADP-ribose) polymerases,684,26040,15,q,22,2,,,
5074.0,pro-apoptotic WT1 regulator,protein-coding gene,gene with protein product,12q21.2,,,8614,12,q,21,2,,,
5075.0,paired box 1,protein-coding gene,gene with protein product,20p11.22,Paired boxes,675,8615,20,p,11,22,,,
5078.0,paired box 4,protein-coding gene,gene with protein product,7q32.1,PRD class homeoboxes and pseudogenes|Paired boxes,521|675,8618,7,q,32,1,,,
7849.0,paired box 8,protein-coding gene,gene with protein product,2q13,PRD class homeoboxes and pseudogenes|Paired boxes,521|675,8622,2,q,13,,,,
5083.0,paired box 9,protein-coding gene,gene with protein product,14q13.3,Paired boxes,675,8623,14,q,13,3,,,
22976.0,PAX interacting protein 1,protein-coding gene,gene with protein product,7q36,Trinucleotide repeat containing,775,8624,7,q,36,,,,
202781.0,PAXIP1 antisense RNA 1 (head to head),non-coding RNA,"RNA, long non-coding",7q36.2,,,27328,7,q,36,2,,,
64081.0,phenazine biosynthesis like protein domain containing,protein-coding gene,gene with protein product,10q21.3,,,23301,10,q,21,3,,,
5089.0,pre-B-cell leukemia homeobox 2,protein-coding gene,gene with protein product,6p21.32,TALE class homeoboxes and pseudogenes,526,8633,6,p,21,32,,,
5088.0,pre-B-cell leukemia homeobox 2 pseudogene 1,pseudogene,pseudogene,3q24,TALE class homeoboxes and pseudogenes,526,8635,3,q,24,,,,
5093.0,poly(rC) binding protein 1,protein-coding gene,gene with protein product,2p13-p12,,,8647,2,p,13,,p,,
5094.0,poly(rC) binding protein 2,protein-coding gene,gene with protein product,12q13.13,,,8648,12,q,13,13,,,
54039.0,poly(rC) binding protein 3,protein-coding gene,gene with protein product,21q22.3,,,8651,21,q,22,3,,,
5096.0,propionyl-CoA carboxylase beta subunit,protein-coding gene,gene with protein product,3q21-q22,,,8654,3,q,21,,q,,
5097.0,protocadherin 1,protein-coding gene,gene with protein product,5q31.3,Non-clustered protocadherins,21,8655,5,q,31,3,,,
5099.0,protocadherin 7,protein-coding gene,gene with protein product,4p15,Non-clustered protocadherins|Protein phosphatase 1 regulatory subunits,21|694,8659,4,p,15,,,,
5100.0,protocadherin 8,protein-coding gene,gene with protein product,13q21.1,Non-clustered protocadherins,21,8660,13,q,21,1,,,
5101.0,protocadherin 9,protein-coding gene,gene with protein product,13q21.32,Non-clustered protocadherins,21,8661,13,q,21,32,,,
56146.0,protocadherin alpha 2,other,complex locus constituent,5q31,Clustered protocadherins,20,8668,5,q,31,,,,
56143.0,protocadherin alpha 5,other,complex locus constituent,5q31,Clustered protocadherins,20,8671,5,q,31,,,,
56141.0,protocadherin alpha 7,other,complex locus constituent,5q31,Clustered protocadherins,20,8673,5,q,31,,,,
9752.0,protocadherin alpha 9,other,complex locus constituent,5q31,Clustered protocadherins,20,8675,5,q,31,,,,
56136.0,protocadherin alpha 13,other,complex locus constituent,5q31,Clustered protocadherins,20,8667,5,q,31,,,,
56124.0,protocadherin beta 12,other,protocadherin,5q31,Clustered protocadherins,20,8683,5,q,31,,,,
56112.0,"protocadherin gamma subfamily A, 3",other,protocadherin,5q31,Clustered protocadherins,20,8701,5,q,31,,,,
56111.0,"protocadherin gamma subfamily A, 4",other,protocadherin,5q31,Clustered protocadherins,20,8702,5,q,31,,,,
56105.0,"protocadherin gamma subfamily A, 11",other,protocadherin,5q31,Clustered protocadherins,20,8698,5,q,31,,,,
56101.0,"protocadherin gamma subfamily B, 5",other,protocadherin,5q31,Clustered protocadherins,20,8712,5,q,31,,,,
56099.0,"protocadherin gamma subfamily B, 7",other,protocadherin,5q31,Clustered protocadherins,20,8714,5,q,31,,,,
5106.0,"phosphoenolpyruvate carboxykinase 2, mitochondrial",protein-coding gene,gene with protein product,14q12,,,8725,14,q,12,,,,
5110.0,protein-L-isoaspartate (D-aspartate) O-methyltransferase,protein-coding gene,gene with protein product,6q25.1,,,8728,6,q,25,1,,,
80003.0,pecanex homolog 2 (Drosophila),protein-coding gene,gene with protein product,1q42.2,,,8736,1,q,42,2,,,
5118.0,procollagen C-endopeptidase enhancer,protein-coding gene,gene with protein product,7q22,,,8738,7,q,22,,,,
5121.0,Purkinje cell protein 4,protein-coding gene,gene with protein product,21q22.2,,,8742,21,q,22,2,,,
5122.0,proprotein convertase subtilisin/kexin type 1,protein-coding gene,gene with protein product,5q15-q21,Proprotein convertase subtilisin/kexin family,973,8743,5,q,15,,q,,
5126.0,proprotein convertase subtilisin/kexin type 2,protein-coding gene,gene with protein product,20p11.2,Proprotein convertase subtilisin/kexin family,973,8744,20,p,11,2,,,
5046.0,proprotein convertase subtilisin/kexin type 6,protein-coding gene,gene with protein product,15q26,Proprotein convertase subtilisin/kexin family,973,8569,15,q,26,,,,
5130.0,"phosphate cytidylyltransferase 1, choline, alpha",protein-coding gene,gene with protein product,3q29,,,8754,3,q,29,,,,
27250.0,programmed cell death 4 (neoplastic transformation inhibitor),protein-coding gene,gene with protein product,10q24,,,8763,10,q,24,,,,
9141.0,programmed cell death 5,protein-coding gene,gene with protein product,19q13.11,,,8764,19,q,13,11,,,
10015.0,programmed cell death 6 interacting protein,protein-coding gene,gene with protein product,3p22.3,,,8766,3,p,22,3,,,
10081.0,programmed cell death 7,protein-coding gene,gene with protein product,15q22.2,,,8767,15,q,22,2,,,
11235.0,programmed cell death 10,protein-coding gene,gene with protein product,3q26.1,,,8761,3,q,26,1,,,
5138.0,phosphodiesterase 2A,protein-coding gene,gene with protein product,11q13.1-q14.1,Phosphodiesterases,681,8777,11,q,13,1,q,14,1
5139.0,phosphodiesterase 3A,protein-coding gene,gene with protein product,12p12.2,Phosphodiesterases,681,8778,12,p,12,2,,,
5145.0,phosphodiesterase 6A,protein-coding gene,gene with protein product,5q31.2-q34,Phosphodiesterases,681,8785,5,q,31,2,q,,
5146.0,phosphodiesterase 6C,protein-coding gene,gene with protein product,10q24,Phosphodiesterases,681,8787,10,q,24,,,,
5147.0,phosphodiesterase 6D,protein-coding gene,gene with protein product,2q35-q36,Phosphodiesterases,681,8788,2,q,35,,q,,
5149.0,phosphodiesterase 6H,protein-coding gene,gene with protein product,12p13,Phosphodiesterases,681,8790,12,p,13,,,,
27115.0,phosphodiesterase 7B,protein-coding gene,gene with protein product,6q23-q24,Phosphodiesterases,681,8792,6,q,23,,q,,
8622.0,phosphodiesterase 8B,protein-coding gene,gene with protein product,5q14.1,Phosphodiesterases,681,8794,5,q,14,1,,,
5152.0,phosphodiesterase 9A,protein-coding gene,gene with protein product,21q22.3,Phosphodiesterases,681,8795,21,q,22,3,,,
10846.0,phosphodiesterase 10A,protein-coding gene,gene with protein product,6q26,Phosphodiesterases,681,8772,6,q,26,,,,
50940.0,phosphodiesterase 11A,protein-coding gene,gene with protein product,2q31.3,Phosphodiesterases,681,8773,2,q,31,3,,,
5154.0,platelet derived growth factor subunit A,protein-coding gene,gene with protein product,7p22,,,8799,7,p,22,,,,
56034.0,platelet derived growth factor C,protein-coding gene,gene with protein product,4q32,,,8801,4,q,32,,,,
5156.0,platelet derived growth factor receptor alpha,protein-coding gene,gene with protein product,4q12,Receptor Tyrosine Kinases|CD molecules|I-set domain containing,321|471|593,8803,4,q,12,,,,
5159.0,platelet derived growth factor receptor beta,protein-coding gene,gene with protein product,5q33.1,Receptor Tyrosine Kinases|CD molecules|I-set domain containing|Immunoglobulin-like domain containing,321|471|593|594,8804,5,q,33,1,,,
5157.0,platelet derived growth factor receptor like,protein-coding gene,gene with protein product,8p22-p21.3,I-set domain containing|Immunoglobulin-like domain containing,593|594,8805,8,p,22,3,p,21,3
5160.0,pyruvate dehydrogenase (lipoamide) alpha 1,protein-coding gene,gene with protein product,Xp22.1,,,8806,22,,22,1,,,
5161.0,pyruvate dehydrogenase (lipoamide) alpha 2,protein-coding gene,gene with protein product,4q22-q23,,,8807,4,q,22,,q,,
171423.0,protein disulfide isomerase family A member 3 pseudogene 1,pseudogene,pseudogene,1q21.1,,,4607,1,q,21,1,,,
5163.0,pyruvate dehydrogenase kinase 1,protein-coding gene,gene with protein product,2q31.1,,,8809,2,q,31,1,,,
9124.0,PDZ and LIM domain 1,protein-coding gene,gene with protein product,10q23.1,LIM domain containing|PDZ domain containing,1218|1220,2067,10,q,23,1,,,
5173.0,prodynorphin,protein-coding gene,gene with protein product,20p13,Endogenous ligands,542,8820,20,p,13,,,,
5174.0,PDZ domain containing 1,protein-coding gene,gene with protein product,1q21,PDZ domain containing,1220,8821,1,q,21,,,,
8682.0,phosphoprotein enriched in astrocytes 15,protein-coding gene,gene with protein product,1q21.1,Death effector domain containing,1019,8822,1,q,21,1,,,
