,Gene ID,hgnc_id,name,locus_group,locus_type,location,gene_family,gene_family_id,Start Chromossome,Start Chromossome Arm,Start Chromossome Loc,Start Chromossome SubLoc,End Chromossome Arm,End Chromossome Loc,End Chromossome SubLoc
6035,65055,HGNC:25786,receptor accessory protein 1,protein-coding gene,gene with protein product,2p11.2,Receptor accessory proteins,717,2,p,11,2,,,
6036,79628,HGNC:29427,SH3 domain and tetratricopeptide repeats 2,protein-coding gene,gene with protein product,5q32,Tetratricopeptide repeat domain containing,769,5,q,32,,,,
6037,81857,HGNC:28845,mediator complex subunit 25,protein-coding gene,gene with protein product,19q13.3,Mediator complex,1061,19,q,13,3,,,
6038,90678,HGNC:25135,leucine rich repeat and sterile alpha motif containing 1,protein-coding gene,gene with protein product,9q34.13,Sterile alpha motif (SAM) domain containing,760,9,q,34,13,,,
6039,91137,HGNC:25198,solute carrier family 25 member 46,protein-coding gene,gene with protein product,5q22.1,Solute carriers,752,5,q,22,1,,,
6040,3762,HGNC:6266,potassium voltage-gated channel subfamily J member 5,protein-coding gene,gene with protein product,11q24,Potassium voltage-gated channel subfamily J,276,11,q,24,,,,
6041,489,HGNC:813,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,protein-coding gene,gene with protein product,17p13.3,ATPases Ca2+ transporting,1209,17,p,13,3,,,
6042,9049,HGNC:358,aryl hydrocarbon receptor interacting protein,protein-coding gene,gene with protein product,11q13.3,FKBP prolyl isomerases,910,11,q,13,3,,,
6043,1991,HGNC:3309,"elastase, neutrophil expressed",protein-coding gene,gene with protein product,19p13.3,,,19,p,13,3,,,
6044,7172,HGNC:12014,thiopurine S-methyltransferase,protein-coding gene,gene with protein product,6p22.3,,,6,p,22,3,,,
6045,84522,HGNC:26926,jagunal homolog 1,protein-coding gene,gene with protein product,3p25.2,,,3,p,25,2,,,
6046,116115,HGNC:29415,zinc finger protein 526,protein-coding gene,gene with protein product,19q13.31,Zinc fingers C2H2-type,28,19,q,13,31,,,
6047,27245,HGNC:25230,AT-hook DNA binding motif containing 1,protein-coding gene,gene with protein product,1p36.13,,,1,p,36,13,,,
6048,283635,HGNC:19829,family with sequence similarity 177 member A1,protein-coding gene,gene with protein product,14q13.2,,,14,q,13,2,,,
6049,57102,HGNC:1184,chromosome 12 open reading frame 4,protein-coding gene,gene with protein product,12p13.3,,,12,p,13,3,,,
6050,57511,HGNC:18621,component of oligomeric golgi complex 6,protein-coding gene,gene with protein product,13q13.2,Components of oligomeric golgi complex,493,13,q,13,2,,,
6051,92154,HGNC:25094,metastasis suppressor 1-like,protein-coding gene,gene with protein product,16q22.1,,,16,q,22,1,,,
6052,148022,HGNC:18348,toll like receptor adaptor molecule 1,protein-coding gene,gene with protein product,19p13.3,,,19,p,13,3,,,
6053,5016,HGNC:8524,oviductal glycoprotein 1,protein-coding gene,gene with protein product,1p13.2,Mucins|Chitinases,648|816,1,p,13,2,,,
6054,545,HGNC:882,ATR serine/threonine kinase,protein-coding gene,gene with protein product,3q23,,,3,q,23,,,,
6055,5803,HGNC:9685,"protein tyrosine phosphatase, receptor type Z1",protein-coding gene,gene with protein product,7q31.3,"Fibronectin type III domain containing|Protein tyrosine phosphatases, receptor type",555|813,7,q,31,3,,,
6056,64072,HGNC:13733,cadherin-related 23,protein-coding gene,gene with protein product,10q22.1,Cadherin-related,24,10,q,22,1,,,
6057,64699,HGNC:11877,"transmembrane protease, serine 3",protein-coding gene,gene with protein product,21q22.3,"Proteases, serine",738,21,q,22,3,,,
6058,64711,HGNC:14178,heparan sulfate-glucosamine 3-sulfotransferase 6,protein-coding gene,gene with protein product,16p13.3,"Sulfotransferases, membrane-bound",763,16,p,13,3,,,
6059,8290,HGNC:4778,"histone cluster 3, H3",protein-coding gene,gene with protein product,1q42.13,Histones,864,1,q,42,13,,,
6060,9466,HGNC:17290,interleukin 27 receptor subunit alpha,protein-coding gene,gene with protein product,19p13.11,Fibronectin type III domain containing|Interleukin receptors,555|602,19,p,13,11,,,
6061,10050,HGNC:10932,solute carrier family 17 member 4,protein-coding gene,gene with protein product,6p22.2,Solute carriers,752,6,p,22,2,,,
6062,149773,HGNC:27152,APCDD1L antisense RNA 1 (head to head),non-coding RNA,"RNA, long non-coding",20q13.32,,,20,q,13,32,,,
6063,257160,HGNC:25335,ring finger protein 214,protein-coding gene,gene with protein product,11q23.3,Ring finger proteins,58,11,q,23,3,,,
6064,56955,HGNC:13361,matrix extracellular phosphoglycoprotein,protein-coding gene,gene with protein product,4q21.1,,,4,q,21,1,,,
6065,9159,HGNC:8748,proprotein convertase subtilisin/kexin type 7,protein-coding gene,gene with protein product,11q23-q24,Proprotein convertase subtilisin/kexin family,973,11,q,23,,q,,
6066,146722,HGNC:29883,CD300 molecule like family member f,protein-coding gene,gene with protein product,17q25.2,V-set domain containing,590,17,q,25,2,,,
6067,5339,HGNC:9069,plectin,protein-coding gene,gene with protein product,8q24,Plakins,939,8,q,24,,,,
6068,54543,HGNC:21648,translocase of outer mitochondrial membrane 7,protein-coding gene,gene with protein product,7p15.3,Translocase of outer mitochondrial membrane complex,1229,7,p,15,3,,,
6069,57609,HGNC:29284,disco interacting protein 2 homolog B,protein-coding gene,gene with protein product,12q13.12,,,12,q,13,12,,,
6070,724031,HGNC:32917,microRNA 661,non-coding RNA,"RNA, micro",8q24.3,MicroRNAs,476,8,q,24,3,,,
6071,80205,HGNC:25701,chromodomain helicase DNA binding protein 9,protein-coding gene,gene with protein product,16q12.2,,,16,q,12,2,,,
6072,100526783,HGNC:38824,C15orf38-AP3S2 readthrough,other,readthrough,15q26.1,,,15,q,26,1,,,
6073,10239,HGNC:571,adaptor related protein complex 3 sigma 2 subunit,protein-coding gene,gene with protein product,15q26.1,,,15,q,26,1,,,
6074,10296,HGNC:13731,macrophage erythroblast attacher,protein-coding gene,gene with protein product,4p16.3,,,4,p,16,3,,,
6075,10363,HGNC:5001,high mobility group 20A,protein-coding gene,gene with protein product,15q24,Non-canonical high mobility group,512,15,q,24,,,,
6076,10644,HGNC:28867,insulin like growth factor 2 mRNA binding protein 2,protein-coding gene,gene with protein product,3q27.2,RNA binding motif containing,725,3,q,27,2,,,
6077,10984,HGNC:6295,KCNQ1 opposite strand/antisense transcript 1 (non-protein coding),non-coding RNA,"RNA, long non-coding",11p15.5,Long non-coding RNAs,788,11,p,15,5,,,
6078,11124,HGNC:3578,Fas associated factor 1,protein-coding gene,gene with protein product,1p32.3,UBX domain containing,364,1,p,32,3,,,
6079,11132,HGNC:1477,calpain 10,protein-coding gene,gene with protein product,2q37.3,Calpains,975,2,q,37,3,,,
6080,116985,HGNC:16925,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1",protein-coding gene,gene with protein product,11q13.3,ArfGAPs|Ankyrin repeat domain containing|Pleckstrin homology domain containing|Sterile alpha motif (SAM) domain containing,395|403|682|760,11,q,13,3,,,
6081,145741,HGNC:33627,C2 calcium-dependent domain containing 4A,protein-coding gene,gene with protein product,15q22.2,C2 domain containing,823,15,q,22,2,,,
6082,1607,HGNC:2850,diacylglycerol kinase beta,protein-coding gene,gene with protein product,7p21.2,EF-hand domain containing|Diacylglycerol kinases,863|1178,7,p,21,2,,,
6083,162515,HGNC:23093,solute carrier family 16 member 11,protein-coding gene,gene with protein product,17p13.2,Solute carriers,752,17,p,13,2,,,
6084,169792,HGNC:28510,GLIS family zinc finger 3,protein-coding gene,gene with protein product,9p24.2,Zinc fingers C2H2-type,28,9,p,24,2,,,
6085,201232,HGNC:31037,solute carrier family 16 member 13,protein-coding gene,gene with protein product,17p13.1,Solute carriers,752,17,p,13,1,,,
6086,204010,HGNC:35752,ribosomal protein SA pseudogene 52,pseudogene,pseudogene,12q14.3,,,12,q,14,3,,,
6087,26276,HGNC:12712,"VPS33B, late endosome and lysosome associated",protein-coding gene,gene with protein product,15q26.1,,,15,q,26,1,,,
6088,2642,HGNC:4192,glucagon receptor,protein-coding gene,gene with protein product,17q25,Glucagon receptor family,269,17,q,25,,,,
6089,286,HGNC:492,ankyrin 1,protein-coding gene,gene with protein product,8p11.21,Ankyrin repeat domain containing,403,8,p,11,21,,,
6090,3375,HGNC:5329,islet amyloid polypeptide,protein-coding gene,gene with protein product,12p12.1,Endogenous ligands,542,12,p,12,1,,,
6091,388125,HGNC:33628,C2 calcium-dependent domain containing 4B,protein-coding gene,gene with protein product,15q22.2,C2 domain containing,823,15,q,22,2,,,
6092,4760,HGNC:7762,neuronal differentiation 1,protein-coding gene,gene with protein product,2q32,Basic helix-loop-helix proteins,420,2,q,32,,,,
6093,4825,HGNC:7839,NK6 homeobox 1,protein-coding gene,gene with protein product,4q21.33,NKL subclass homeoboxes and pseudogenes,519,4,q,21,33,,,
6094,5126,HGNC:8744,proprotein convertase subtilisin/kexin type 2,protein-coding gene,gene with protein product,20p11.2,Proprotein convertase subtilisin/kexin family,973,20,p,11,2,,,
6095,5167,HGNC:3356,ectonucleotide pyrophosphatase/phosphodiesterase 1,protein-coding gene,gene with protein product,6q22-q23,,,6,q,22,,q,,
6096,5506,HGNC:9291,protein phosphatase 1 regulatory subunit 3A,protein-coding gene,gene with protein product,7q31.1,Protein phosphatase 1 regulatory subunits,694,7,q,31,1,,,
6097,55656,HGNC:26048,integrator complex subunit 8,protein-coding gene,gene with protein product,8q22.1,,,8,q,22,1,,,
6098,56999,HGNC:13202,ADAM metallopeptidase with thrombospondin type 1 motif 9,protein-coding gene,gene with protein product,3p14.1,ADAM metallopeptidases with thrombospondin type 1 motif,50,3,p,14,1,,,
6099,5770,HGNC:9642,"protein tyrosine phosphatase, non-receptor type 1",protein-coding gene,gene with protein product,20q13.1-q13.2,"Protein tyrosine phosphatases, non-receptor type",812,20,q,13,1,q,13,2
6100,5937,HGNC:9907,RNA binding motif single stranded interacting protein 1,protein-coding gene,gene with protein product,2q24.2,RNA binding motif containing,725,2,q,24,2,,,
6101,6000,HGNC:10003,regulator of G-protein signaling 7,protein-coding gene,gene with protein product,1q43,Regulators of G-protein signaling,720,1,q,43,,,,
6102,6049,HGNC:10069,ring finger protein 6,protein-coding gene,gene with protein product,13q12.2,Ring finger proteins,58,13,q,12,2,,,
6103,723961,HGNC:33527,INS-IGF2 readthrough,other,readthrough,11p15.5,,,11,p,15,5,,,
6104,728723,HGNC:44188,ZBED3 antisense RNA 1,non-coding RNA,"RNA, long non-coding",5q13.3,,,5,q,13,3,,,
6105,7325,HGNC:12478,ubiquitin conjugating enzyme E2 E2,protein-coding gene,gene with protein product,3p24.2,Ubiquitin conjugating enzymes E2,102,3,p,24,2,,,
6106,80003,HGNC:8736,pecanex homolog 2 (Drosophila),protein-coding gene,gene with protein product,1q42.2,,,1,q,42,2,,,
6107,80790,HGNC:24319,c-Maf inducing protein,protein-coding gene,gene with protein product,16q23,,,16,q,23,,,,
6108,83795,HGNC:14464,potassium two pore domain channel subfamily K member 16,protein-coding gene,gene with protein product,6p21.2-p21.1,Potassium two pore domain channel subfamily K,277,6,p,21,2,p,21,1
6109,89822,HGNC:14465,potassium two pore domain channel subfamily K member 17,protein-coding gene,gene with protein product,6p21,Potassium two pore domain channel subfamily K,277,6,p,21,,,,
6110,92002,HGNC:28434,family with sequence similarity 58 member A,protein-coding gene,gene with protein product,Xq28,,,28,,28,,,,
6111,94241,HGNC:18022,tumor protein p53 inducible nuclear protein 1,protein-coding gene,gene with protein product,8q22,,,8,q,22,,,,
6112,9479,HGNC:6882,mitogen-activated protein kinase 8 interacting protein 1,protein-coding gene,gene with protein product,11p11.2,,,11,p,11,2,,,
6113,9559,HGNC:12711,VPS26 retromer complex component A,protein-coding gene,gene with protein product,10q21.1,,,10,q,21,1,,,
6114,2815,HGNC:4444,glycoprotein IX platelet,protein-coding gene,gene with protein product,3q21.3,CD molecules,471,3,q,21,3,,,
6115,1107,HGNC:1918,chromodomain helicase DNA binding protein 3,protein-coding gene,gene with protein product,17p13,PHD finger proteins,88,17,p,13,,,,
6116,3561,HGNC:6010,interleukin 2 receptor subunit gamma,protein-coding gene,gene with protein product,Xq13,CD molecules|Fibronectin type III domain containing|Interleukin receptors,471|555|602,13,,13,,,,
6117,6195,HGNC:10430,ribosomal protein S6 kinase A1,protein-coding gene,gene with protein product,1p36.11,mitogen-activated protein kinase-activated protein kinases,1156,1,p,36,11,,,
6118,65980,HGNC:25818,bromodomain containing 9,protein-coding gene,gene with protein product,5p15.33,,,5,p,15,33,,,
6119,114803,HGNC:29401,"Myb like, SWIRM and MPN domains 1",protein-coding gene,gene with protein product,1p32.1,Myb/SANT domain containing,532,1,p,32,1,,,
6120,266722,HGNC:19134,heparan sulfate 6-O-sulfotransferase 3,protein-coding gene,gene with protein product,13q32.2,"Sulfotransferases, membrane-bound",763,13,q,32,2,,,
6121,285600,HGNC:28532,KIAA0825,protein-coding gene,gene with protein product,5q15,,,5,q,15,,,,
6122,58504,HGNC:30320,Rho GTPase activating protein 22,protein-coding gene,gene with protein product,10q11.23,Pleckstrin homology domain containing|Rho GTPase activating proteins,682|721,10,q,11,23,,,
6123,253827,HGNC:27375,methionine sulfoxide reductase B3,protein-coding gene,gene with protein product,12q14.3,,,12,q,14,3,,,
6124,114088,HGNC:16288,tripartite motif containing 9,protein-coding gene,gene with protein product,14q21.3,Ring finger proteins|Tripartite motif-containing|Fibronectin type III domain containing,58|59|555,14,q,21,3,,,
6125,54504,HGNC:14399,"carboxypeptidase, vitellogenic like",protein-coding gene,gene with protein product,7p15.1,,,7,p,15,1,,,
6126,2782,HGNC:4396,G protein subunit beta 1,protein-coding gene,gene with protein product,1p36.33,WD repeat domain containing,362,1,p,36,33,,,
6127,390275,HGNC:8469,olfactory receptor family 8 subfamily A member 1,protein-coding gene,gene with protein product,11q24.2,"Olfactory receptors, family 8",155,11,q,24,2,,,
6128,9848,HGNC:29083,microfibrillar associated protein 3 like,protein-coding gene,gene with protein product,4q33,I-set domain containing,593,4,q,33,,,,
6129,100287932,HGNC:17312,translocase of inner mitochondrial membrane 23,protein-coding gene,gene with protein product,10q11.22,,,10,q,11,22,,,
6130,10171,HGNC:17687,RNA terminal phosphate cyclase like 1,protein-coding gene,gene with protein product,9p24.1-p23,,,9,p,24,1,p,,
6131,10260,HGNC:24321,DENN domain containing 4A,protein-coding gene,gene with protein product,15q22.31,DENN/MADD domain containing,504,15,q,22,31,,,
6132,164656,HGNC:16517,"transmembrane protease, serine 6",protein-coding gene,gene with protein product,22q13.1,"Proteases, serine",738,22,q,13,1,,,
6133,2639,HGNC:4189,glutaryl-CoA dehydrogenase,protein-coding gene,gene with protein product,19p13.2,Acyl-CoA dehydrogenase family,974,19,p,13,2,,,
6134,55692,HGNC:6723,LUC7 like,protein-coding gene,gene with protein product,16p13.3,,,16,p,13,3,,,
6135,83986,HGNC:14163,family with sequence similarity 234 member A,protein-coding gene,gene with protein product,16p13.3,,,16,p,13,3,,,
6136,896,HGNC:1585,cyclin D3,protein-coding gene,gene with protein product,6p21,Cyclins,473,6,p,21,,,,
6137,6596,HGNC:11099,helicase-like transcription factor,protein-coding gene,gene with protein product,3q25.1-q26.1,Ring finger proteins,58,3,q,25,1,q,26,1
6138,883,HGNC:1564,"cysteine conjugate-beta lyase, cytoplasmic",protein-coding gene,gene with protein product,9q34.11,,,9,q,34,11,,,
6139,101929582,HGNC:49804,long intergenic non-protein coding RNA 1241,non-coding RNA,"RNA, long non-coding",9p21.2,,,9,p,21,2,,,
6140,101929620,HGNC:49814,long intergenic non-protein coding RNA 1243,non-coding RNA,"RNA, long non-coding",9p21.1,,,9,p,21,1,,,
6141,131034,HGNC:2317,copine 4,protein-coding gene,gene with protein product,3q22.1,Copines,829,3,q,22,1,,,
6142,145820,HGNC:27081,long intergenic non-protein coding RNA 924,non-coding RNA,"RNA, long non-coding",15q26.2,,,15,q,26,2,,,
6143,221935,HGNC:19307,sidekick cell adhesion molecule 1,protein-coding gene,gene with protein product,7p22.3,Fibronectin type III domain containing|I-set domain containing|Immunoglobulin-like domain containing,555|593|594,7,p,22,3,,,
6144,29951,HGNC:30552,PDZ domain containing ring finger 4,protein-coding gene,gene with protein product,12q12,Ring finger proteins|PDZ domain containing,58|1220,12,q,12,,,,
6145,604,HGNC:1001,B-cell CLL/lymphoma 6,protein-coding gene,gene with protein product,3q27,Zinc fingers C2H2-type|BTB domain containing,28|861,3,q,27,,,,
6146,2531,HGNC:4021,3-ketodihydrosphingosine reductase,protein-coding gene,gene with protein product,18q21,Short chain dehydrogenase/reductase superfamily,743,18,q,21,,,,
6147,79415,HGNC:28672,chromosome 17 open reading frame 62,protein-coding gene,gene with protein product,17q25.3,,,17,q,25,3,,,
6148,8170,HGNC:10919,solute carrier family 14 member 2,protein-coding gene,gene with protein product,18q12.3,Solute carriers,752,18,q,12,3,,,
6149,4352,HGNC:7217,"MPL proto-oncogene, thrombopoietin receptor",protein-coding gene,gene with protein product,1p34,CD molecules|Fibronectin type III domain containing,471|555,1,p,34,,,,
6150,7066,HGNC:11795,thrombopoietin,protein-coding gene,gene with protein product,3q27,Endogenous ligands,542,3,q,27,,,,
6151,79679,HGNC:28873,V-set domain containing T cell activation inhibitor 1,protein-coding gene,gene with protein product,1p12,V-set domain containing|Immunoglobulin-like domain containing,590|594,1,p,12,,,,
6152,11213,HGNC:17020,interleukin 1 receptor associated kinase 3,protein-coding gene,gene with protein product,12q13.13,,,12,q,13,13,,,
6153,1946,HGNC:3225,ephrin A5,protein-coding gene,gene with protein product,5q21,Ephrins,546,5,q,21,,,,
6154,2277,HGNC:3708,c-fos induced growth factor (vascular endothelial growth factor D),protein-coding gene,gene with protein product,Xp22.31,,,22,,22,31,,,
6155,6590,HGNC:11092,secretory leukocyte peptidase inhibitor,protein-coding gene,gene with protein product,20q13.12,WAP four-disulfide core domain containing,361,20,q,13,12,,,
6156,84335,HGNC:28426,AKT1 substrate 1 (proline rich),protein-coding gene,gene with protein product,19q13.33,,,19,q,13,33,,,
6157,89780,HGNC:15983,Wnt family member 3A,protein-coding gene,gene with protein product,1q42,Wnt family|Endogenous ligands,360|542,1,q,42,,,,
6158,5971,HGNC:9956,v-rel avian reticuloendotheliosis viral oncogene homolog B,protein-coding gene,gene with protein product,19q13.32,,,19,q,13,32,,,
6159,285,HGNC:485,angiopoietin 2,protein-coding gene,gene with protein product,8p23,Fibrinogen C domain containing,554,8,p,23,,,,
6160,5787,HGNC:9665,"protein tyrosine phosphatase, receptor type B",protein-coding gene,gene with protein product,12q15,"Fibronectin type III domain containing|Protein tyrosine phosphatases, receptor type",555|813,12,q,15,,,,
6161,2207,HGNC:3611,Fc fragment of IgE receptor Ig,protein-coding gene,gene with protein product,1q23,,,1,q,23,,,,
6162,3305,HGNC:5234,heat shock protein family A (Hsp70) member 1 like,protein-coding gene,gene with protein product,6p21.3,Heat shock 70kDa proteins,583,6,p,21,3,,,
6163,10389,HGNC:10581,sex comb on midleg-like 2 (Drosophila),protein-coding gene,gene with protein product,Xp22,Sterile alpha motif (SAM) domain containing,760,22,,22,,,,
6164,114826,HGNC:21067,SET and MYND domain containing 4,protein-coding gene,gene with protein product,17p13.3,Zinc fingers MYND-type,87,17,p,13,3,,,
6165,23030,HGNC:29136,lysine demethylase 4B,protein-coding gene,gene with protein product,19p13.3,Lysine (K)-specific demethylases|Tudor domain containing,485|780,19,p,13,3,,,
6166,23081,HGNC:17071,lysine demethylase 4C,protein-coding gene,gene with protein product,9p24-p23,Lysine (K)-specific demethylases|Tudor domain containing,485|780,9,p,24,,p,,
6167,2313,HGNC:3749,"Fli-1 proto-oncogene, ETS transcription factor",protein-coding gene,gene with protein product,11q24.1-q24.3,ETS transcription factor family,534,11,q,24,1,q,24,3
6168,474,HGNC:797,atonal bHLH transcription factor 1,protein-coding gene,gene with protein product,4q22,Basic helix-loop-helix proteins,420,4,q,22,,,,
6169,51684,HGNC:16466,SUFU negative regulator of hedgehog signaling,protein-coding gene,gene with protein product,10q24.32,,,10,q,24,32,,,
6170,6046,HGNC:1103,bromodomain containing 2,protein-coding gene,gene with protein product,6p21.3,,,6,p,21,3,,,
6171,79813,HGNC:24650,euchromatic histone-lysine N-methyltransferase 1,protein-coding gene,gene with protein product,9q34.3,Ankyrin repeat domain containing|Lysine methyltransferases,403|487,9,q,34,3,,,
6172,8019,HGNC:1104,bromodomain containing 3,protein-coding gene,gene with protein product,9q34,,,9,q,34,,,,
6173,83746,HGNC:18594,L3MBTL2 polycomb repressive complex 1 subunit,protein-coding gene,gene with protein product,22q13.31-q13.33,,,22,q,13,31,q,13,33
6174,84456,HGNC:23035,l(3)mbt-like 3 (Drosophila),protein-coding gene,gene with protein product,6q23,Sterile alpha motif (SAM) domain containing,760,6,q,23,,,,
6175,92335,HGNC:30172,STE20-related kinase adaptor alpha,protein-coding gene,gene with protein product,17q23.3,,,17,q,23,3,,,
6176,10588,HGNC:7437,"5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)",protein-coding gene,gene with protein product,15q24.3,,,15,q,24,3,,,
6177,23743,HGNC:1048,betaine--homocysteine S-methyltransferase 2,protein-coding gene,gene with protein product,5q13,,,5,q,13,,,,
6178,9935,HGNC:6408,v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog B,protein-coding gene,gene with protein product,20q12,,,20,q,12,,,,
6179,374654,HGNC:30497,kinesin family member 7,protein-coding gene,gene with protein product,15q26.1,Kinesins,622,15,q,26,1,,,
6180,7043,HGNC:11769,transforming growth factor beta 3,protein-coding gene,gene with protein product,14q24,Endogenous ligands,542,14,q,24,,,,
6181,26524,HGNC:6515,large tumor suppressor kinase 2,protein-coding gene,gene with protein product,13q12.11,,,13,q,12,11,,,
6182,57670,HGNC:22219,KIAA1549,protein-coding gene,gene with protein product,7q34,,,7,q,34,,,,
6183,9113,HGNC:6514,large tumor suppressor kinase 1,protein-coding gene,gene with protein product,6q25.1,,,6,q,25,1,,,
6184,6135,HGNC:10301,ribosomal protein L11,protein-coding gene,gene with protein product,1p36.1-p35,L ribosomal proteins,729,1,p,36,1,p,,
6185,6154,HGNC:10327,ribosomal protein L26,protein-coding gene,gene with protein product,17p13,L ribosomal proteins,729,17,p,13,,,,
6186,6165,HGNC:10345,ribosomal protein L35a,protein-coding gene,gene with protein product,3q29,L ribosomal proteins,729,3,q,29,,,,
6187,6204,HGNC:10383,ribosomal protein S10,protein-coding gene,gene with protein product,6p21.31,S ribosomal proteins,728,6,p,21,31,,,
6188,6218,HGNC:10397,ribosomal protein S17,protein-coding gene,gene with protein product,15q25.2,S ribosomal proteins,728,15,q,25,2,,,
6189,6229,HGNC:10411,ribosomal protein S24,protein-coding gene,gene with protein product,10q22,S ribosomal proteins,728,10,q,22,,,,
6190,6235,HGNC:10419,ribosomal protein S29,protein-coding gene,gene with protein product,14q21.3,S ribosomal proteins,728,14,q,21,3,,,
6191,90121,HGNC:25455,"TSR2, 20S rRNA accumulation, homolog (S. cerevisiae)",protein-coding gene,gene with protein product,Xp11.22,,,11,,11,22,,,
6192,1004,HGNC:1765,cadherin 6,protein-coding gene,gene with protein product,5p13.3,Type II classical cadherins,1186,5,p,13,3,,,
6193,779,HGNC:1397,calcium voltage-gated channel subunit alpha1 S,protein-coding gene,gene with protein product,1q32,"Calcium channels, voltage-dependent",253,1,q,32,,,,
6194,92667,HGNC:16205,mitochondrial genome maintenance exonuclease 1,protein-coding gene,gene with protein product,20p11.23,Exonucleases,544,20,p,11,23,,,
6195,23516,HGNC:20858,solute carrier family 39 member 14,protein-coding gene,gene with protein product,8p21.2,Solute carriers,752,8,p,21,2,,,
6196,11280,HGNC:10583,sodium voltage-gated channel alpha subunit 11,protein-coding gene,gene with protein product,3p22.2,Sodium voltage-gated channel alpha subunits,1203,3,p,22,2,,,
6197,5024,HGNC:8534,purinergic receptor P2X 3,protein-coding gene,gene with protein product,11q12,Purinergic receptors P2X,214,11,q,12,,,,
6198,5598,HGNC:6880,mitogen-activated protein kinase 7,protein-coding gene,gene with protein product,17p11.2,Mitogen-activated protein kinases,651,17,p,11,2,,,
6199,167691,HGNC:31923,Leber congenital amaurosis 5,protein-coding gene,gene with protein product,6q14,,,6,q,14,,,,
6200,343035,HGNC:19689,retinal degeneration 3,protein-coding gene,gene with protein product,1q32.3,,,1,q,32,3,,,
6201,3769,HGNC:6259,potassium voltage-gated channel subfamily J member 13,protein-coding gene,gene with protein product,2q37,Potassium voltage-gated channel subfamily J,276,2,q,37,,,,
6202,123099,HGNC:20113,"delta(4)-desaturase, sphingolipid 2",protein-coding gene,gene with protein product,14q32.2,Fatty acid desaturases,553,14,q,32,2,,,
6203,162333,HGNC:26655,membrane associated ring-CH-type finger 10,protein-coding gene,gene with protein product,17q23.3,Ring finger proteins|Membrane associated ring-CH-type fingers,58|60,17,q,23,3,,,
6204,284252,HGNC:18249,potassium channel tetramerization domain containing 1,protein-coding gene,gene with protein product,18q11.2,,,18,q,11,2,,,
6205,29994,HGNC:963,bromodomain adjacent to zinc finger domain 2B,protein-coding gene,gene with protein product,2q24.2,PHD finger proteins|methyl-CpG binding domain containing,88|1025,2,q,24,2,,,
6206,85461,HGNC:29364,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1",protein-coding gene,gene with protein product,2q24.2,Ankyrin repeat domain containing|Tetratricopeptide repeat domain containing,403|769,2,q,24,2,,,
6207,8906,HGNC:556,adaptor related protein complex 1 gamma 2 subunit,protein-coding gene,gene with protein product,14q11.2,,,14,q,11,2,,,
6208,98,HGNC:180,acylphosphatase 2,protein-coding gene,gene with protein product,2p16.2,,,2,p,16,2,,,
6209,10256,HGNC:19700,connector enhancer of kinase suppressor of Ras 1,protein-coding gene,gene with protein product,1p35.3,Pleckstrin homology domain containing|Sterile alpha motif (SAM) domain containing|PDZ domain containing,682|760|1220,1,p,35,3,,,
6210,10522,HGNC:14677,"DEAF1, transcription factor",protein-coding gene,gene with protein product,11p15.5,Zinc fingers MYND-type,87,11,p,15,5,,,
6211,10973,HGNC:18697,activating signal cointegrator 1 complex subunit 3,protein-coding gene,gene with protein product,6q16,DNA helicases|RNA helicases,1167|1168,6,q,16,,,,
6212,11160,HGNC:1356,ER lipid raft associated 2,protein-coding gene,gene with protein product,8p11.2,,,8,p,11,2,,,
6213,112476,HGNC:30500,proline rich transmembrane protein 2,protein-coding gene,gene with protein product,16p11.2,Proline-rich transmembrane proteins,688,16,p,11,2,,,
6214,11253,HGNC:6823,mannosidase alpha class 1B member 1,protein-coding gene,gene with protein product,9q34.3,Mannosidases alpha class 1,1193,9,q,34,3,,,
6215,120534,HGNC:26798,ADP ribosylation factor like GTPase 14 effector protein,protein-coding gene,gene with protein product,11p14.1,,,11,p,14,1,,,
6216,23096,HGNC:29059,IQ motif and Sec7 domain 2,protein-coding gene,gene with protein product,Xp11.23,X-linked mental retardation,103,11,,11,23,,,
6217,23389,HGNC:22962,mediator complex subunit 13 like,protein-coding gene,gene with protein product,12q24.22,Mediator complex,1061,12,q,24,22,,,
6218,23431,HGNC:573,adaptor related protein complex 4 epsilon 1 subunit,protein-coding gene,gene with protein product,15q21.2,,,15,q,21,2,,,
6219,3073,HGNC:4878,hexosaminidase subunit alpha,protein-coding gene,gene with protein product,15q24.1,,,15,q,24,1,,,
6220,3631,HGNC:6074,inositol polyphosphate-4-phosphatase type I A,protein-coding gene,gene with protein product,2q11.2,C2 domain containing,823,2,q,11,2,,,
6221,49855,HGNC:13081,S-phase cyclin A-associated protein in the ER,protein-coding gene,gene with protein product,15q24.3,Zinc fingers C2H2-type,28,15,q,24,3,,,
6222,51574,HGNC:24912,La ribonucleoprotein domain family member 7,protein-coding gene,gene with protein product,4q25,La ribonucleoprotein domain containing|RNA binding motif containing,625|725,4,q,25,,,,
